-13.703,9.0872,-47.424
-13.781,9.0476,-46.989
-13.955,9.2436,-46.563
-13.887,8.8773,-46.534
-13.703,8.9153,-46.487
-13.532,8.6615,-46.383
-13.724,8.3916,-46.216
-13.647,8.9244,-46.23
-13.787,8.5585,-46.331
-14.099,9.0345,-45.937
-14.427,8.8097,-45.712
-14.295,8.2956,-45.759
-13.82,8.42,-45.811
-13.871,8.5128,-45.523
-13.759,8.4711,-45.361
-14.483,7.9706,-45.615
-14.943,7.9658,-45.783
-14.888,7.8024,-45.488
-14.753,7.9791,-45.229
-14.635,8.5335,-45.468
-14.491,8.7759,-45.711
-14.767,8.7521,-45.506
-15.18,8.7159,-45.283
-15.46,8.312,-45.2
-15.456,8.2991,-45.153
-15.431,8.3712,-45.592
-15.392,8.6227,-45.914
-15.929,8.075,-45.571
-15.722,8.2838,-45.399
-16.333,8.4237,-45.057
-16.472,8.8204,-44.854
-16.16,8.8764,-44.711
-16.14,8.4179,-44.614
-16.772,8.1167,-44.673
-16.946,8.1141,-44.799
-16.755,7.9838,-44.736
-16.529,7.9913,-44.694
-16.376,8.1416,-44.767
-15.887,8.3329,-44.945
-16.01,8.6109,-44.612
-15.937,8.711,-44.429
-16.368,8.6063,-43.871
-16.012,9.0617,-43.576
-16.132,8.6489,-43.36
-16.153,8.0344,-43.268
-16.634,8.1253,-43.366
-16.936,8.0174,-43.511
-17.246,7.7953,-43.534
-17.101,7.8762,-43.661
-17.371,7.7243,-43.468
-17.143,8.1871,-43.383
-17.215,8.2957,-43.57
-17.201,8.7322,-43.681
-17.163,8.5467,-43.84
-17.257,8.098,-43.975
-16.802,7.7388,-43.545
-16.535,7.5549,-43.145
-17.089,7.7747,-43.174
-17.399,7.7523,-43.283
-17.617,7.8352,-43.615
-17.798,8.1709,-43.831
-18.229,8.2682,-43.663
-18.18,8.0321,-43.751
-18.501,8.0269,-43.745
-18.415,8.7247,-43.751
-18.524,8.0422,-43.76
-18.548,7.605,-43.771
-18.582,7.9944,-43.504
-18.911,7.9178,-43.232
-18.953,8.1371,-42.81
-19.314,7.9789,-42.39
-19.046,8.2259,-42.612
-18.638,8.6193,-42.836
-18.671,8.5845,-42.847
-18.624,8.6846,-42.862
-18.675,8.1867,-42.582
-18.626,8.3025,-42.298
-19.204,8.423,-42.155
-19.622,8.6849,-42.027
-19.927,8.2483,-41.779
-19.901,8.0098,-41.685
-20.026,8.2812,-41.38
-20.176,8.1983,-41.172
-20.253,8.8081,-41.494
-20.303,9.0603,-41.804
-20.64,9.5231,-41.855
-21.063,9.9039,-41.816
-21.337,9.9704,-41.862
-21.277,9.8362,-42.086
-20.985,9.5164,-41.98
-20.882,8.9602,-41.896
-21.084,9.5547,-41.741
-21.273,9.709,-41.675
-20.993,9.8484,-41.831
-21.146,10.193,-41.71
-21.109,10.071,-41.534
-21.284,9.7166,-41.352
-21.263,9.7373,-41.466
-21.326,9.727,-41.522
-21.617,9.6068,-41.161
-22.22,9.1546,-40.756
-21.778,9.5699,-41.1
-21.943,9.5866,-41.17
-21.788,9.6804,-41.389
-21.708,10.075,-41.465
-21.805,10.136,-41.338
-22.144,9.9575,-41.154
-22.169,10.282,-41.327
-22.546,10.443,-41.296
-22.36,10.526,-41.162
-22.145,10.202,-41.19
-22.444,10.026,-40.615
-22.428,9.9965,-40.266
-22.799,10.406,-40.483
-22.677,10.715,-40.895
-22.905,10.716,-40.672
-22.801,10.812,-40.628
-23.33,10.916,-40.486
-23.325,10.978,-40.623
-23.604,10.785,-40.339
-23.215,10.951,-40.38
-23.751,11.073,-40.095
-23.609,11.494,-40.113
-23.981,11.471,-39.619
-24.186,11.644,-39.221
-24.266,11.403,-39.428
-24.218,11.17,-39.674
-23.923,11.362,-39.772
-23.786,11.132,-39.899
-23.61,11.213,-39.677
-23.456,11.195,-39.53
-23.258,10.824,-39.4
-23.25,10.696,-39.161
-23.683,10.685,-39.114
-24.523,10.291,-38.878
-24.383,10.541,-38.705
-24.609,10.552,-38.405
-24.51,10.843,-38.204
-24.444,10.897,-38.084
-24.711,10.949,-38.027
-24.7,10.99,-38.126
-24.883,11.23,-37.765
-24.726,11.317,-37.707
-24.789,11.521,-37.242
-24.815,11.63,-36.904
-25.025,11.671,-36.809
-24.859,12.034,-36.854
-25.109,12.059,-36.671
-24.897,12.275,-36.741
-25.158,12.13,-36.385
-25.156,11.988,-36.255
-25.205,12.02,-36.082
-24.931,12.221,-36.103
-25.582,12.326,-35.657
-25.571,12.525,-35.638
-25.691,11.906,-35.169
-25.411,11.468,-35.047
-25.553,11.448,-34.722
-25.609,11.228,-34.571
-26.423,11.012,-34.544
-27.025,10.698,-34.603
-26.752,10.966,-34.722
-26.658,11.091,-34.749
-26.702,10.814,-34.226
-26.73,10.765,-33.761
-26.244,10.777,-33.925
-25.999,10.609,-34.001
-26.049,10.591,-34.029
-26.143,10.522,-34.028
-26.305,10.512,-33.88
-26.371,10.334,-33.863
-26.407,10.368,-33.698
-26.51,10.208,-33.565
-26.934,10.261,-33.448
-27.416,10.102,-33.301
-27.272,10.343,-33.504
-27.284,10.521,-33.568
-27.316,10.442,-33.43
-27.34,10.344,-33.333
-27.681,10.265,-33.105
-27.765,10.102,-33.109
-28.37,10.67,-32.826
-28.805,11.228,-32.61
-28.856,11.197,-32.801
-28.905,11.303,-32.9
-28.637,11.347,-32.717
-28.254,11.314,-32.74
-28.515,11.046,-32.865
-28.782,11.185,-32.794
-28.797,10.553,-32.745
-28.772,10.144,-32.705
-28.624,9.5577,-33.109
-28.485,9.0976,-33.45
-28.841,9.0028,-32.683
